-7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.731984257692413820e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.609986881410344850e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.487989505128275880e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.365992128846206910e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.243994752564137940e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.121997376282068970e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.121997376282068970e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.243994752564137940e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.365992128846206910e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.487989505128275880e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.609986881410344850e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.731984257692413820e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
